`name`,`isverified`,`ispublic`,`description`,`biography`,`nationalityisocode`,`thumbnailurl`,`backgroundurl`,`refcode`,`tagsjson`
`Ali Hoàng Dương`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab67616d0000b2730a0d6d2111493d8583474c00`,,`spt_4RPhZ2g5GYff0hKNBlZKXh`,`["Ali Hoàng Dương"]`
`Biển Của Hy Vọng`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab67616d0000b273cd96c10aeee9a07bf7f3c457`,,`spt_6bLRsp9AAj3St5Ai70PPVm`,`["Biển Của Hy Vọng"]`
`Hương Giang`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab6761610000e5eb813f1953da358f0e68a42b5c`,,`spt_1L2VD3TPgcbUod5IID06xJ`,`["Hương Giang"]`
`Ái Phương`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab6761610000e5eb17fd5339ef48dc8a0efaca6f`,,`spt_5k5vCzAmH0dcRda22U9Hut`,`["Ái Phương"]`
`RIN9`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab67616d0000b2734dede92b91210191f74021c8`,,`spt_6InVt9jASvsJY7qA60AGzf`,`["RIN9"]`
`Bảo Uyên`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab6761610000e5ebfa43027190bdfa32569e118a`,,`spt_7AjrzSwNXDH9bZjjCKR8kA`,`["Bảo Uyên"]`
`Forest Studio`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab67616d0000b273d4e27f52c4d13ecc13a9fadf`,,`spt_1fTWz0OemWveF9AMkRPJKi`,`["Forest Studio"]`
`Xesi`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab6761610000e5eba7a94977c8f3421a416769ab`,,`spt_44ZNcW1ZSGB9oqX1ALnriH`,`["Xesi"]`
`Phí Phương Anh`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab6761610000e5ebc83cdeaef9edd1301538fc00`,,`spt_1OnnVNvbz0OsApDXHUX2bM`,`["Phí Phương Anh"]`
`CARA`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab6761610000e5ebcb8a77aefd6e7129fe863d99`,,`spt_2UK55AFshflMYHdBySyVoC`,`["CARA"]`
`Bùi Công Nam`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab6761610000e5eb30b06e8ef75d11396d495259`,,`spt_6oqtpFuvCTISMPeGv6P2sj`,`["Bùi Công Nam"]`
`Ngô Lan Hương`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab6761610000e5ebcb6b0722d8b3d6b81395a9e1`,,`spt_3y0Tmt0epaxAHy6L89dGGC`,`["Ngô Lan Hương"]`
`Hoang Rob`,`true`,`true`,,,,,,`spt_1FBATqNkPkGDfXwOqLPQeg`,`["Hoang Rob"]`
`Thiều Bảo Trâm`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab6761610000e5eba752ad41626e9ef96e470ac6`,,`spt_6RUfMGubOnHT1p3nfeXpBl`,`["Thiều Bảo Trâm"]`
`VAnh`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab6761610000e5eb7913301ddca91d0bb45defc8`,,`spt_4QC9UUJeYEo4wnbTvuOHLo`,`["VAnh"]`
`Dế Choắt (DC)`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab6761610000e5ebfec09bd196e896f20125e9ae`,,`spt_1KLRO4UHKmiwS0grGzFdgT`,`["Dế Choắt (DC)"]`
`Huỳnh James`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab6761610000e5eb8bf9d51445275a7428ef8715`,,`spt_1Vc9oJC8vSXfirygPAL2Du`,`["Huỳnh James"]`
`Blacka`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab67616d0000b27341b1bbc9c36881f93a764a69`,,`spt_0JggLWdYe1p6oHZoHpyPSD`,`["Blacka"]`
`Tage`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab6761610000e5ebb43b6febe7bc0a4041081179`,,`spt_6kFhNMq6O8P5QKdqlGMUVW`,`["Tage"]`
`King Of Rap`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab67616d0000b27377bb519c5749624d1a1871b4`,,`spt_2RmVHHCdiQb8yGa0eRhQjP`,`["King Of Rap"]`
`Seachains`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab6761610000e5eb8970471e4c583e41a7e22ad0`,,`spt_6UiKZD9yB7Gxjol62s431k`,`["Seachains"]`
`Kimmese`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab6761610000e5eb284ebfe23fc2858155917007`,,`spt_4w5vfLTFKwpd16ZzmYwcXA`,`["Kimmese"]`
`Datmaniac`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab6761610000e5eb9b15d1aa00b4d451fe27a455`,,`spt_56su1iNcOlGUPEtBoOoJ5D`,`["Datmaniac"]`
`Pjpo`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab6761610000e5eb455e8dbc116f4c3286f7ac3e`,,`spt_5kooMseQPNPTz5y1UCM5UR`,`["Pjpo"]`
`Lil Wuyn`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab6761610000e5eb70cb097c71b1b2bab9f1c69a`,,`spt_3Wj34lTDJnPp70u4YCl4jz`,`["Lil Wuyn"]`
`Phuong Linh`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab67616d0000b273bd48f3fbedddb23ed66f860a`,,`spt_5ELPejPzr90MkvmpQEr3RU`,`["Phuong Linh"]`
`Mỹ Linh`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab67616d0000b273b75c39ac354fab2634ab856e`,,`spt_7cmcZaAbbTZIKiqIBJ2ycu`,`["Mỹ Linh"]`
`Trần Thu Hà`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab67616d0000b2733f2e0852b231e3449e6ca7c2`,,`spt_0DxYes5zk3LMaliyhYdXHN`,`["Trần Thu Hà"]`
`Thu Minh`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab6761610000e5eb04226ec6af8b00f7baf9ce07`,,`spt_4mzMFxVZNS2uCVNdsVFoj5`,`["Thu Minh"]`
`Hồ Quỳnh Hương`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab6761610000e5eb2078804f132212eb2a5ef9e5`,,`spt_3EP4RX5LSuwDVy4mDeF1rl`,`["Hồ Quỳnh Hương"]`
`Jaheed`,`true`,`true`,,,,,,`spt_7l79thiIaivUXZoKy4JomX`,`["Jaheed"]`
`Phương Vy`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab6761610000e5eba4d7eb1fa612780685703c79`,,`spt_5A81GkfzRSHiNQrge5m9gv`,`["Phương Vy"]`
`Thu Phương`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab67616d0000b273247019fcf88d8bc34f38eb4b`,,`spt_3LsIDqxwDjcEKbK3D1IrDk`,`["Thu Phương"]`
`Quốc Thiên`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab6761610000e5eb84d49624a92df1306e394efe`,,`spt_2xyztcPkhFKucM2ghmSme2`,`["Quốc Thiên"]`
`Hồng Nhung`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab67616d0000b273cdad076c010df4a5f07c16ac`,,`spt_5MibVKlWvof8lLAkOaaDmi`,`["Hồng Nhung"]`
`Văn Mai Hương`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab6761610000e5eb449f96a16500b2b75e1c9234`,,`spt_63SNH9m8M034lCGELVC1dm`,`["Văn Mai Hương"]`
`Hien Thuc`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab67616d0000b2738e4fe651cc63bcf65021522b`,,`spt_6xQUSqDu9uizDib9Ww47yO`,`["Hien Thuc"]`
`Nguyên Hà`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab6761610000e5eb0950190306b49542f6f68b58`,,`spt_5Ib3D8UtLdYZjhVNWzwfoH`,`["Nguyên Hà"]`
`Trid Minh`,`true`,`true`,,,,,,`spt_4M3ThS2lwOQLMJdqbKbGeB`,`["Trid Minh"]`
`Lam Truong`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab6761610000e5eba61c5c97b1b318f1b04fcd97`,,`spt_5tPrBvEiBBbSyMFz2u2ZMi`,`["Lam Truong"]`
`Thùy Chi`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab6761610000e5eb907bbd0b2531b8e793ebd242`,,`spt_0l3YAI1xmZKCZBzduST5ft`,`["Thùy Chi"]`
`Lệ Quyên`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab6761610000e5ebea9b15c80810bae0bb0e87ad`,,`spt_4F5jaYapI8RtTpqwaYs4IF`,`["Lệ Quyên"]`
`Thanh Lam`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab67616d0000b273c240eac154c820d5214db661`,,`spt_5kG9gxVkkdrskVLhfblCjT`,`["Thanh Lam"]`
`Lê Hiếu`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab67616d0000b273caa7ef3c1e269ce6b12f6b3e`,,`spt_4sOvsEM0ooH149joyEm7Wg`,`["Lê Hiếu"]`
`Bằng Kiều`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab6761610000e5eb004ae448e0ac5f697c71d654`,,`spt_0KWdVd7ZYhtlm0CLHIFBya`,`["Bằng Kiều"]`
`Chillies`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab6761610000e5ebae678a70cd3899b2167026ea`,,`spt_2xvW7dgL1640K8exTcRMS4`,`["Chillies"]`
`Emcee L (Da LAB)`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab6761610000e5eb92dc4a2cbffbddb59f825fe0`,,`spt_4bPYvyUn1mWwUwIW57oST2`,`["Emcee L (Da LAB)"]`
`Andiez`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab6761610000e5ebd6430dfeef182fc1eaa9b105`,,`spt_0tBmmwc8j8zbJxISwdsvjA`,`["Andiez"]`
`KeepitLowkey`,`true`,`true`,,,,,,`spt_7jO8Nah2Mu2EhKRK5MLCUR`,`["KeepitLowkey"]`
`Thịnh Suy`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab6761610000e5eb34dca195e6f7b02580155565`,,`spt_2xK6qcvfXuFFbU0NL95aeo`,`["Thịnh Suy"]`
`Tiên Tiên`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab6761610000e5eb367ac417cc3e77ffb8362e0a`,,`spt_5OvCh1Nin8AGw7OkxYinBe`,`["Tiên Tiên"]`
`MONSTAR`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab6761610000e5eb670d1bbea09cde81f7a7893c`,,`spt_2CLdtsyD2NsTOBBOVr7fi8`,`["MONSTAR"]`
`Madihu`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab6761610000e5eb3bcc23d31e8962897b7d3e2c`,,`spt_1OIYKbmhG0RxPXvVPNj3NN`,`["Madihu"]`
`Ngọt`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab6761610000e5eb66e0a040a53996e8bf19f9b5`,,`spt_0V2DfUrZvBuUReS1LFo5ZI`,`["Ngọt"]`
`Orange`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab6761610000e5ebd4050562a6008252b169801c`,,`spt_5lAfakPZgxFKgiJD6xAF1G`,`["Orange"]`
`Vũ Cát Tường`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab6761610000e5eb15b9b2263a70180260b4cf97`,,`spt_7yquVKfxBuNFJbG9cy2R8A`,`["Vũ Cát Tường"]`
`Bích Phương`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab6761610000e5eb2de300e8eb56aac83abfdb4f`,,`spt_5fa13NJjmn2uQ3dxZDi2Ge`,`["Bích Phương"]`
`Fencol Gongs`,`true`,`true`,,,,,,`spt_5VmOBYTDlQhnlaNhalA67t`,`["Fencol Gongs"]`
`Noo Phước Thịnh`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab6761610000e5ebda93c541daefd806b8992302`,,`spt_3mibIJiduF0MVLLAvHZAxw`,`["Noo Phước Thịnh"]`
`Trúc Nhân`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab6761610000e5eba7f28bd3ad5ef4a868151ee7`,,`spt_1dmaHHd1Xbd85cT1egYb4w`,`["Trúc Nhân"]`
`Thái Đinh`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab6761610000e5eb1b6e674679f24d11a7446228`,,`spt_7lq25uVNvzRoAJgr4CYr8e`,`["Thái Đinh"]`
`Hiền Hồ`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab6761610000e5eb033a1f97b67ac32e69b2de3d`,,`spt_6ZmHJcmCcc9X2sAyz6cHng`,`["Hiền Hồ"]`
`NHA`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab6761610000e5eb50f98a4f68dfdbaa85ff51d1`,,`spt_0y8J897IGMESNbBqCpHXH9`,`["NHA"]`
`Táo`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab6761610000e5eb3edad601de71d029b73c620c`,,`spt_23xCr75lKvnFvKi8ImHE7S`,`["Táo"]`
`TaynguyenSound`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab6761610000e5eb422664c8cf0c99b3219ffd7b`,,`spt_5ayWRfrcpObgDDlzheJ2Gr`,`["TaynguyenSound"]`
`tofutns`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab6761610000e5eb1aca7b0563eda380d70ac51e`,,`spt_0Ux2qIQbEeqvv7uYLgHhDH`,`["tofutns"]`
`BCTM`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab67616d0000b273ccf5eb1e7d1452b932f9f06f`,,`spt_49lqmGqzQjQCQvAqGIevkN`,`["BCTM"]`
`PAR SG`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab6761610000e5eb107697fde71a1ac4b328a140`,,`spt_5yE1xvNIbuEB2kkopCuCVY`,`["PAR SG"]`
`Huỳnh Tú`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab6761610000e5eb74687b378b5eece194d2f4ff`,,`spt_2dIQYQOIZ3CNxRUNVwr8dW`,`["Huỳnh Tú"]`
`Châu Đăng Khoa`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab6761610000e5ebd1bc9d9682c9c9e57a24e8f6`,,`spt_7oOFsgF6y3Z9wI7fgJTbFk`,`["Châu Đăng Khoa"]`
`Kidz`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab6761610000e5eb7afe8f2cb69b581d8d359bb4`,,`spt_6wZ01tGqWDyJ6vykbeaIFA`,`["Kidz"]`
`WEAN`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab6761610000e5eb1e980099699211bd0dd694ad`,,`spt_30eFAXoU2kTjJPf2cq80B8`,`["WEAN"]`
`Đức Phúc`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab6761610000e5eba7e82b4fbe3605c71aed9fee`,,`spt_5FWPIKz9czXWaiNtw45KQs`,`["Đức Phúc"]`
`Thắng`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab6761610000e5ebc196ed35d9425d0abe9d2f63`,,`spt_1oD9fKbb7qQ2nhn9JJC24F`,`["Thắng"]`
`T.R.I`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab6761610000e5ebbe00f37f2dd2c594bb336f85`,,`spt_2rVYwIYNEsMxtt8j5yemHb`,`["T.R.I"]`
`Kha`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab6761610000e5eb4053b425a789aa1a60436ff8`,,`spt_6tWaQSIL7reD85PKStNk28`,`["Kha"]`
`Ngơ`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab6761610000e5eb6994e627c5b26909bc8ba813`,,`spt_4RGBKkUyyvsim9vdBKCCkc`,`["Ngơ"]`
`Xolitxo`,`true`,`true`,,,,,,`spt_2IoRivda6IKtnVErJarxSq`,`["Xolitxo"]`
`GREY D`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab6761610000e5eb2109b4c3915dce9b4fb60c38`,,`spt_6d0dLenjy5CnR5ZMn2agiV`,`["GREY D"]`
`buitruonglinh`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab6761610000e5eb6fa9203f46889b95e081d2ec`,,`spt_7Cp2hGcriAaDUAWpXnSEwm`,`["buitruonglinh"]`
`VSTRA`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab6761610000e5eb4003ce478669b0b238ebbc85`,,`spt_2aMo0CYbTieTisS0BlWc59`,`["VSTRA"]`
`Low G`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab6761610000e5eb00ece52e50b41c7d6192cc26`,,`spt_6TITnFVRcl0AcZ4syE7Toe`,`["Low G"]`
`Đĩa Than Hồng`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab67616d0000b273b5cd6a220f9eca6d7fe335c5`,,`spt_03RW9nhAyt03K42HHHLuus`,`["Đĩa Than Hồng"]`
`Phạm Quỳnh Anh`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab6761610000e5ebad6d5adbda5caa0ac7d844ee`,,`spt_033tY0EKEVdDtzoeEMMCJC`,`["Phạm Quỳnh Anh"]`
`Juky San`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab6761610000e5ebd6512c92f2182bed4bb645b8`,,`spt_51wGpVg4Z3lv1IjuZAQjXn`,`["Juky San"]`
`Hoàng Duyên`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab6761610000e5eb882b9406aea0290f59023516`,,`spt_3LbBKYlyMaATS8IIe7HJ0d`,`["Hoàng Duyên"]`
`Lyly`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab6761610000e5ebd626667b97f1e52c16856e7c`,,`spt_4POahBr8YCPNKGErIiofyx`,`["Lyly"]`
`Hứa Kim Tuyền`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab6761610000e5eba42e0a19eabe7885296b4a69`,,`spt_3Ufoo4BPShhahtCSjgpBLP`,`["Hứa Kim Tuyền"]`
`Anh Tú Atus`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab6761610000e5eb8f47b8f7d070919fff02059b`,,`spt_62D1qvKkvUCvXEtY1xwRfo`,`["Anh Tú Atus"]`
`Han Sara`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab6761610000e5eb8b97863b6de2d6604be13da1`,,`spt_7sI2avJ3MyFstC9oKNM7py`,`["Han Sara"]`
`Reddy`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab6761610000e5eb31a448e758e54c27a55bb3c5`,,`spt_6QfCxUkMNgOYA4dswW2ZWN`,`["Reddy"]`
`Freak D`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab6761610000e5eb33c7544b842b01854aa6cf7c`,,`spt_1yNjtowTJs05S2Xp2g7stg`,`["Freak D"]`
`Bozitt`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab6761610000e5eba61a00543862d101022460ae`,,`spt_5TPzMTLOTGx95E7pizHYkP`,`["Bozitt"]`
`14 Casper`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab6761610000e5eb075837f4fc4fc2383d961084`,,`spt_0zo8kCJVktn7oPnzpkbC2p`,`["14 Casper"]`
`Changg`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab6761610000e5eb0b844603bdca767ef4346616`,,`spt_1nX1HVIUo1Zfs3e2v3lFb9`,`["Changg"]`
`JSOL`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab6761610000e5eb8c6467d786f314c9284fc9ec`,,`spt_6EybZ5zwPNEtEngfrEMevN`,`["JSOL"]`
`Nguyên`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab6761610000e5eb6ff5ccaefba3405215986a7e`,,`spt_0axAywC6N1oXIqe4HQL2Gw`,`["Nguyên"]`
`Lil Zpoet`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab6761610000e5eb0366ff2d7340b2868f2ad533`,,`spt_0T8DkuhhFhdWAMN0bdeLL7`,`["Lil Zpoet"]`
`Freaky`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab6761610000e5eb709a8c25748ea0905f91ed4b`,,`spt_3JlzPlR5FYYa402qPCCaAm`,`["Freaky"]`
`Thuỳ Chi`,`true`,`true`,,,,,,`spt_6yjVc0D71CBNIBo1iFf6mA`,`["Thuỳ Chi"]`
`Phạm Nguyên Ngọc`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab6761610000e5eb9947613368a5dff45d44e8a5`,,`spt_2Xlia1jlI7JDki4Xa42uyK`,`["Phạm Nguyên Ngọc"]`
`Khoi Vu`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab6761610000e5eb2653bba2bdcf714f5d34ec9a`,,`spt_71Cy7nzbfpuGJAS5FGxm93`,`["Khoi Vu"]`
`Mademoiselle`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab6761610000e5ebb61036387219e1b58ff0b847`,,`spt_5ehbiyqYPwIDaUY4AxrhVq`,`["Mademoiselle"]`
`Chế Nguyễn Quỳnh Châu`,`true`,`true`,,,,,,`spt_1see5nw4xU5WL0AcQ8pEdk`,`["Chế Nguyễn Quỳnh Châu"]`
`Phùng Khánh Linh`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab6761610000e5ebe0cc6ce0814f6c5cecad0bf7`,,`spt_23Gbd21nBxC1kCtcG2Cd0C`,`["Phùng Khánh Linh"]`
`Hoàng Yến Chibi`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab6761610000e5eb405fac74511648f8852c8d9c`,,`spt_1Dd0DajYMxzu1Q6kuXLyJ3`,`["Hoàng Yến Chibi"]`
`Chi Pu`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab6761610000e5ebe3e352b996bd16e5f423a1d5`,,`spt_6jRD85dsXJYn5vv73rqSGi`,`["Chi Pu"]`
`Quang Hùng MasterD`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab6761610000e5eb68a40843cf335ef94c68bade`,,`spt_0slOzRzTQb1RBBVJbvRITP`,`["Quang Hùng MasterD"]`
`CHOCO`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab67616d0000b2732887ba875ba1f70088b66be8`,,`spt_5G3xTFJKwRceJK9SBNCk2f`,`["CHOCO"]`
`Cara`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab67616d0000b273a7f014626d700e05c1688b89`,,`spt_1E72X1mbS5SmNvVKa3N5G5`,`["Cara"]`
`New$oulz`,`true`,`true`,,,,,,`spt_7GKDb02uOcMnDS5fUixNEc`,`["New$oulz"]`
`Rapital`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab6761610000e5eb589525f3dc7f5caac9f88f12`,,`spt_0wqus4nTxIoJvLZLwBt8Df`,`["Rapital"]`
`QNT`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab6761610000e5ebc29f15a5b9b46fed41a0f2af`,,`spt_4LuFOXq87Tg0JSl5U7yxFZ`,`["QNT"]`
`Sol7`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab6761610000e5ebcc911aa2866d62f7bd5e5894`,,`spt_4hksJgKaus2VEhQO2Umee9`,`["Sol7"]`
`NÂN`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab6761610000e5eb99878ec25021eb657f982522`,,`spt_7mFCX07lzCFLpHm72R93oB`,`["NÂN"]`
`VSOUL`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab6761610000e5eba573a7f30ae3296818aeb51a`,,`spt_22MX8BG5870DGzpNricY7q`,`["VSOUL"]`
`Obito`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab6761610000e5eba385bd3e0f67945f277792c2`,,`spt_0ZbgKh0FgPYeFP38nVaEGp`,`["Obito"]`
`Soc Nau`,`true`,`true`,,,,,,`spt_1p2kRLfrqLvXFmyjclKdpx`,`["Soc Nau"]`
`Anh Phan`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab6761610000e5eb2d6fade2273bd13062501d60`,,`spt_6Zx90B1VRgR4TB01S87duQ`,`["Anh Phan"]`
`ScripB`,`true`,`true`,,,,,,`spt_0ZRXxeevIDp4TZ7RRd9nPm`,`["ScripB"]`
`Wxrdie`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab6761610000e5eb0b5e421f393e1d4f790418f9`,,`spt_1Jmkhzve9TuXHUUWGmpANw`,`["Wxrdie"]`
`RPT MCK`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab6761610000e5ebb97791c136d7354ad7792555`,,`spt_1zSv9qZANOWB4HRE8sxeTL`,`["RPT MCK"]`
`Coldzy`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab6761610000e5eb4a42ba988102dc5b7221a7d1`,,`spt_401ikVSob52311M6Fwnunt`,`["Coldzy"]`
`Hustlang Robber`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab6761610000e5eba95938560cec466e19c4734d`,,`spt_3JWIaDWHJq11w1xPqJStEv`,`["Hustlang Robber"]`
`Wren Evans`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab6761610000e5eb8a7f4082ee51f9b63374a419`,,`spt_5M3ffmRiOX9Q8Y4jNeR5wu`,`["Wren Evans"]`
`2pillz`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab6761610000e5ebb0e8ef2d28b9487d7af47d75`,,`spt_0XtC2d9ZVigYA7iMy5YkW0`,`["2pillz"]`
`tlinh`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab6761610000e5eb2bcb72091c46d935e195aa87`,,`spt_3diftVOq7aEIebXKkC34oR`,`["tlinh"]`
`SIVAN`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab6761610000e5ebad323baf9852dd3b29112cdc`,,`spt_0wJWawRvX8K9joiK9QqkX5`,`["SIVAN"]`
`UMIE`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab6761610000e5eba55696b11839ce028bee8721`,,`spt_6fIF1TzV4K21TUWPXoQDAj`,`["UMIE"]`
`Quân A.P`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab6761610000e5eb916d46fa6ab17246f55a00f7`,,`spt_2NRcG7E1j2sSi8vnUzCcpi`,`["Quân A.P"]`
`Rum`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab6761610000e5ebaa7d93582fa28d02b42b818c`,,`spt_2FzQt1F2hU6M2h0w9AZ6kT`,`["Rum"]`
`Daa Major`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab6761610000e5ebdc069a1bd65393df59727578`,,`spt_4jQE4LkOgSBdX0iZkPupTn`,`["Daa Major"]`
`UNI5`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab6761610000e5eb93b035f1ae60caa66c5c4eb1`,,`spt_70qFKCLRLE0xLgnznMtRDp`,`["UNI5"]`
`Fanny`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab67616d0000b2733ebff0f38773a68583a57ad8`,,`spt_2bperdA9iBmjKVzb1Q2QhR`,`["Fanny"]`
`Vũ Thịnh`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab67616d0000b2733ebff0f38773a68583a57ad8`,,`spt_5CmaKrKVwzQ6iQnJx2cGAm`,`["Vũ Thịnh"]`
`Đức Ứng`,`true`,`true`,,,`VN`,`https://i.scdn.co/image/ab67616d0000b27326c9eb12f778a26aa51cb47e`,,`spt_2lO09fiftClNTHLdr9W5oB`,`["Đức Ứng"]`
