`name`,`isverified`,`ispublic`,`description`,`biography`,`nationalityisocode`,`thumbnailurl`,`backgroundurl`,`refcode`,`tagsjson`
`DJ Khang Chivas`,`true`,`true`,,,,,,`spt_76DLCMEROSe18KNZ4VS348`,`["DJ Khang Chivas"]`
`Ti.k4`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273d88aaebfdd7ae224ada6a766`,,`spt_1c0GyWdB4VC2tEMPAkY83Q`,`["Ti.k4"]`
`Thereon`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2733cfcbe3e272dfaad9d1ebb34`,,`spt_5yp9ESuUDJHoPJlvO0inNt`,`["Thereon"]`
`HuyD`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273abe5b72d8fe19dc90e9affa2`,,`spt_5ORzXtzb17Fr674XgInKs7`,`["HuyD"]`
`Xuân Hạ`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273842b566d34d885947e278348`,,`spt_4vefVCFUPX6zJbGohSKSpv`,`["Xuân Hạ"]`
`Bi`,`true`,`true`,,,,,,`spt_5PChYLpR0GOTDUSQuEYfuU`,`["Bi"]`
`Dương Ngọc Thái`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273ed611365fcd098a4250694b0`,,`spt_50srtWWaVOkSkr6oSpk4eb`,`["Dương Ngọc Thái"]`
`Hoang Nhat Thien`,`true`,`true`,,,,,,`spt_1ouaKmBPKIiDleji007UL9`,`["Hoang Nhat Thien"]`
`Trinh Tuan Vy`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b27388d75978fe2b9cff2a65af65`,,`spt_4gY0N8xQ8VpQ1BBzUYHYmZ`,`["Trinh Tuan Vy"]`
`Nhieu Nghe Sy`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273f20e28fade5230ee9b0f3407`,,`spt_58DpMRYzUdQ9zixRdnJJcr`,`["Nhieu Nghe Sy"]`
`Ty Phong`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2731955a7b34f583cdb15d3b117`,,`spt_008F0sc7eQmevCphib1znV`,`["Ty Phong"]`
`Trịnh Gia Khánh`,`true`,`true`,,,,,,`spt_5y6gwY612tqMp5ByQENP0b`,`["Trịnh Gia Khánh"]`
`DK Lâm`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b27330132517149505b7195051ce`,,`spt_3GetOx6IdJcUdZbCyqeLLD`,`["DK Lâm"]`
`Phạm Thanh Thảo`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2738d07bfa0cbbaa33b248cece6`,,`spt_7mFTSQWi3aGeyTBvUnCHM6`,`["Phạm Thanh Thảo"]`
`Khưu Huy Vũ`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb64b21ac555d2386297dcb948`,,`spt_4TIkbzRb0DgLNgvYFndhyP`,`["Khưu Huy Vũ"]`
`Thu Hằng Bolero`,`true`,`true`,,,,,,`spt_6f7pRwKLs9ykq4T51rc2s1`,`["Thu Hằng Bolero"]`
`Lưu Ánh Loan`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2738bb41c8fcfd26b45bd704d01`,,`spt_4doYTYrpvNr6P7JjgTqN0V`,`["Lưu Ánh Loan"]`
`Bảo Nhi`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273491a737644f519419ad0d7a0`,,`spt_1PnMDUGgOz93gTlCHgyf4g`,`["Bảo Nhi"]`
`Gemini Band`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273faf368b3c2a926aabc5e6ea7`,,`spt_4NpXi8lmSBbxmVPlb3R2Hr`,`["Gemini Band"]`
`Phát Tô`,`true`,`true`,,,,,,`spt_2QJ6dhJ27mgi7xzmqKfjfU`,`["Phát Tô"]`
`Chu Nam`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b27321920c1ceaef3ceea0650beb`,,`spt_0J9BZHnGjdgd0myyYO9xRl`,`["Chu Nam"]`
`Lâm Ngọc Hoa`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b27348c2db47badf6e4d23bd4939`,,`spt_4QaV6F7uk7IbtKWLG3KXhl`,`["Lâm Ngọc Hoa"]`
`Phương Nhạc`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273d1c7e04e8024670146ac14d4`,,`spt_5fxqtDxiyDEKgOqZnEBRyZ`,`["Phương Nhạc"]`
`Đinh Thu Phương`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273c2794d31c16aa3d09832bebc`,,`spt_124My4uQGCV2ua3irSuq5g`,`["Đinh Thu Phương"]`
`Sơn ca`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273ddc9ca2581070e6ccbe3c06d`,,`spt_3fq8xTZW8v4JniGWe4r02V`,`["Sơn ca"]`
`HKT M`,`true`,`true`,,,,,,`spt_4Vn8HbxtlmluShzzCiDycc`,`["HKT M"]`
`Kosdra Lb`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5ebde00608505e074f9f84d63a0`,,`spt_65eah6rxdVh4FJkGbi8Wu3`,`["Kosdra Lb"]`
`XVMounty`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273c77069ba2ff045bea0c637b6`,,`spt_1C8sutmJZlPpkOYWYioP8m`,`["XVMounty"]`
`Khanh Vu`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb4dc3c1a0db4a876e393d234f`,,`spt_2HzO9fAZ96pidw3LRTkxx9`,`["Khanh Vu"]`
`Trung Duong`,`true`,`true`,,,,,,`spt_4sM5uTizo9GVkf9mYBabeR`,`["Trung Duong"]`
`Chan Hao`,`true`,`true`,,,,,,`spt_5G9t3JO9fH1dh7LBZWyDJV`,`["Chan Hao"]`
`Dong Thien Duc`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b27399dd943fe00c04be58f5b8f5`,,`spt_5wikAz1DIGjFOIJKjyoXi7`,`["Dong Thien Duc"]`
`Billy Nhut Minh`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eba524db6cd7e3b9ea28e23771`,,`spt_4rjywFkvsPrINJssIWwNre`,`["Billy Nhut Minh"]`
`TMG`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb0d48341c8b145857019226b7`,,`spt_08zEVXLDijMcOTM5yfkTrh`,`["TMG"]`
`Alou MB`,`true`,`true`,,,,,,`spt_3klUeKGx9M0X1ko8k2zBc8`,`["Alou MB"]`
`Livaii`,`true`,`true`,,,,,,`spt_0RAiAYZ21SX1C2XHLaQy4f`,`["Livaii"]`
`8 Hertz`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2735c8b03446ec9022c8e67d781`,,`spt_6ONaCTXPiu3UCbiSnzeOfZ`,`["8 Hertz"]`
`Schelmanoff`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb22bcca3f341965f08ebae6f3`,,`spt_4memqxOHy1qhDfb9ZFHLDO`,`["Schelmanoff"]`
`Midnight`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273bdd78c83be361e9cece43e6c`,,`spt_0JJyVtO6p4X9hvUjtufGF1`,`["Midnight"]`
`Milosh Xp`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b27394eed0203b7bf5cdc7fab1e9`,,`spt_4VMkFUolX9z8cuCeFcttcT`,`["Milosh Xp"]`
`Ferdas Digital`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2731f29750d052e13b8e98b91d4`,,`spt_4Hz3SvtSC4kPjCUwty0r38`,`["Ferdas Digital"]`
`Dj Grajdanin`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b27344e033522ea52cde40ccffaa`,,`spt_5HeKs5lce31iL5IIf3Eo1H`,`["Dj Grajdanin"]`
`Alex Mash`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273dabc242af2f4f750388424f2`,,`spt_7gLS2jcodHxI0BndABIRz0`,`["Alex Mash"]`
`To Be`,`true`,`true`,,,,,,`spt_7c4StBRpBRY5ETJTBAjvJ0`,`["To Be"]`
`Michael Clark`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2735e1b9be1c0eb8f9dbb4735b4`,,`spt_0ZhyHAyZUfFfIWXMfFbyVa`,`["Michael Clark"]`
`Shok Therapy`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b27322e1ac79cd0a1adc1a45afdf`,,`spt_19ZfFr4SCQAQJsAE9qbOnb`,`["Shok Therapy"]`
`Roman Berezin`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273a41bb40c3a5ba2e4ed7d546a`,,`spt_11bUAzV7ij1UnzW9CvC7Gy`,`["Roman Berezin"]`
`Kanzman`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2739a05a38671a3ee9649fc2193`,,`spt_3QkisG0IBiRmnRxLM5Cvh5`,`["Kanzman"]`
`Yuriy Bondarchuk`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2733e9586db07884ab159ca1eb3`,,`spt_0WKHI9rty1fMQDnYFoXcQg`,`["Yuriy Bondarchuk"]`
`JayCamel`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb190481f9826d9123912b14f4`,,`spt_5V4OARbSVJ2tWyReunaKy2`,`["JayCamel"]`
`Pavel Sheemano`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273baf024e5cbd8aae52cb09777`,,`spt_0bi45v2hOxlD1683YGgD8j`,`["Pavel Sheemano"]`
`Anton Virt`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273844b548b0ba65951e5d70989`,,`spt_2OdnLaprcYPLDNmijoVB1n`,`["Anton Virt"]`
`Fortune`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273cf5c4165030095535966751a`,,`spt_1yCZZdPePNemDyfQLFS5yH`,`["Fortune"]`
`Viktor Beltikov`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273cc67e2d0d8ee7b2e27d833e9`,,`spt_1jgbsRxl22UnsKc6hwIlJz`,`["Viktor Beltikov"]`
`Fleksi`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b27319f0d0a5f46c432ec9b15653`,,`spt_0vylyiBloFZQBWqly9AguS`,`["Fleksi"]`
`Seventh Form`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273e2764ffc44b3646e97ef18f9`,,`spt_5CSS7e0SzLdXprSrjMwVaW`,`["Seventh Form"]`
`Ram Runner`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273bc36f6a9650f28709d0a598c`,,`spt_0OJM9GbiY2bd9p1tQLh2Fk`,`["Ram Runner"]`
`Nipe`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273a5fd0f621666bf9dd93e23fe`,,`spt_25NgY5HYKh9U2ifsDbVMCk`,`["Nipe"]`
`Tuấn Phạm`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb6b7627d481d88d55591d4a74`,,`spt_3BwRvlcvsxIir8SoaTNH8q`,`["Tuấn Phạm"]`
`Lady Phương Thùy`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b27339e1e2b81e0eddb92bf21a3b`,,`spt_2PFDPgsZV8UWwCcs9Z7Hxj`,`["Lady Phương Thùy"]`
`Cao Tùng Huy`,`true`,`true`,,,,,,`spt_1W9WKcWkLbaLDBYEmYzWrL`,`["Cao Tùng Huy"]`
`Gia Hy`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273e89679456fca6da19f0a453b`,,`spt_7oKU3Xabpdw7T1ptMlS1zN`,`["Gia Hy"]`
`Lý Hào Nam`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273659559cb40664bec7cdf3472`,,`spt_7acJlILzNJhqCCAR0Jyopa`,`["Lý Hào Nam"]`
`Sơn Ca`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273370b9361c3fb507bc076ff25`,,`spt_4GAXVGD4GV2fX8xVnSHgea`,`["Sơn Ca"]`
`Lâm Chấn Hải`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273720ac6714fb4b43e3b6e864f`,,`spt_760lZZ19wtEK54xCt2InaB`,`["Lâm Chấn Hải"]`
`Ân Khải Minh`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273f3322daa400bcd1364c0bd2b`,,`spt_3elx8tyYLDqOJXFxKX2zvk`,`["Ân Khải Minh"]`
`Aslan Duc`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b27354ae0c556c8315de1fef7340`,,`spt_7ymc8G983cb1Hc4xA1PkEb`,`["Aslan Duc"]`
`Anh Quân Idol`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb7baa96d11dc674173287f3e2`,,`spt_0jF7Zlz8P5p74zcH7YwcMU`,`["Anh Quân Idol"]`
`NQP`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b27309d8aa80fefa15ddd6451a76`,,`spt_0ZaycHvJKSc6XetSWKcqT4`,`["NQP"]`
`Minh Vy`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273d310a9de8bc7c4668472375e`,,`spt_5JmrFbTcox9BILJmMEDFUX`,`["Minh Vy"]`
`Dan Thuy`,`true`,`true`,,,,,,`spt_36N0m0OOhk2hDGWcqzLSoY`,`["Dan Thuy"]`
`Chương Đan`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273988249d002a2545ad4d77bb4`,,`spt_2mTuo5PebGV9hoKI5PSnxK`,`["Chương Đan"]`
`KIO Band`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273988249d002a2545ad4d77bb4`,,`spt_72O9Q7L7Yn7auDQGhV21qE`,`["KIO Band"]`
`Mr M`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273b7b20a28fc6ba4e4d7ffc3fe`,,`spt_4KjooGANyUmF8PjLxCZvoO`,`["Mr M"]`
`ANDY`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b27365322025fcf1b2725b2cf7d0`,,`spt_5DmHUpq4sQTgzCR8czrmUf`,`["ANDY"]`
`Châu Khải Phongg ft Vương Bảo Nam`,`true`,`true`,,,,,,`spt_0jd3PyaUt40pxoVxYzhdsW`,`["Châu Khải Phongg ft Vương Bảo Nam"]`
`Vương Bảo Nam`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2737f379ee0487aeae610220201`,,`spt_0d2NaS7QWbLQZfmwRwwIwI`,`["Vương Bảo Nam"]`
`Nguyên Khôi`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273a55102abbf551302f5ed7d8d`,,`spt_2eZQrtOSuRxSB4mQP5WUM3`,`["Nguyên Khôi"]`
`Ngân Ngân`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b27305124cad10d725e22cefde24`,,`spt_2izEAv3IwzOiqLlPT0OZeF`,`["Ngân Ngân"]`
`Bee Diijam`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273dbab4ca13823841988796e85`,,`spt_4gk7vC5qYGkBMF1dNWti3h`,`["Bee Diijam"]`
`Hoàng Khải Diijam`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273e7ed65f0755e4eb4ff4c6033`,,`spt_5UNvnj5o2bagPr81RsK55B`,`["Hoàng Khải Diijam"]`
`Future Diijam`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273c8504f8225db5c56e3da2f53`,,`spt_69yrd6fGpEKZtaCqkojr4Z`,`["Future Diijam"]`
`Anh Thi`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2733bb27de3c363296dade0904a`,,`spt_6Gn3fI9xLzFs2Bn2xhbRNy`,`["Anh Thi"]`
`The Masked Singer`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb7438c02cbeee407d99b4db43`,,`spt_1dwfi5uS5pfQMhAic73Q7L`,`["The Masked Singer"]`
`Tê Giác Ngộ Nghĩnh`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2731b1b7fa8bcbc93bb22578a23`,,`spt_26b05GdGMubV82s5kSrhn0`,`["Tê Giác Ngộ Nghĩnh"]`
`Kiwi Ngo Mai Trang`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273e60207d161cbf4f47962796a`,,`spt_6gD9ykvF8IWPWLVZm5EwGS`,`["Kiwi Ngo Mai Trang"]`
`Cao Phuong Thuy`,`true`,`true`,,,,,,`spt_0KdDmbxo20VKVh6ArAvWu7`,`["Cao Phuong Thuy"]`
`Quach An An`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b27369f2d7098c6c888696ab3951`,,`spt_3VsRjqLdC1heOJv4olGVE4`,`["Quach An An"]`
`Nguyễn Hồng Nhung`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2738483041af206c08c4e85daf2`,,`spt_6E2yG0gZpABtPZcZwqHkgq`,`["Nguyễn Hồng Nhung"]`
`Đức Thịnh`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273842227ad67ffc9b2bc6aed68`,,`spt_0nx9rzdH1er7m8SqCTFdnc`,`["Đức Thịnh"]`
`Thu Dung`,`true`,`true`,,,,,,`spt_4Z10E5kwAAr252eVjUkcjF`,`["Thu Dung"]`
`Hoai Linh`,`true`,`true`,,,,,,`spt_4QUbwuGTN96mI19Veq50aB`,`["Hoai Linh"]`
`DJ Nemo`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273b3655d51448721965f9ca854`,,`spt_53MjtuAA3crJcrxl65Kai8`,`["DJ Nemo"]`
`DJ Hiếu Phan`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2739ae6c3f09fcd7d2a11370301`,,`spt_7xbAqcIrmn1x4SxNJUszP1`,`["DJ Hiếu Phan"]`
`DJ Teejay`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb09ef200c7257a03f365b7c45`,,`spt_32JOZMkMH6P2Ptn5Tn5Q4h`,`["DJ Teejay"]`
`Giang Ngoc`,`true`,`true`,,,,,,`spt_0WnZC3mGQXXxoUDqe82hw4`,`["Giang Ngoc"]`
`Khang Le`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b27330bd78dca8c2a134d58b9a70`,,`spt_3tME7AlFfQ7uoRqh7x0quU`,`["Khang Le"]`
`Cao Sỹ Hùng`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273d43d3ad7d0edd434d2dc71c7`,,`spt_4VHo5HFuV9QOiktZ6hNwFQ`,`["Cao Sỹ Hùng"]`
`Kim Tieu Long`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2736dd93fc86baca17e3998ffbf`,,`spt_4zhWjVGbGvHsjuqGBE0Acd`,`["Kim Tieu Long"]`
`Lưu Chí Vỹ`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b27349be4aa660e2cbb92965cab6`,,`spt_4Cshc48qUDcOC3r5D9n16f`,`["Lưu Chí Vỹ"]`
`Chuyện Tình Saka`,`true`,`true`,,,,,,`spt_2PTv1J2aKsrbWgn25dpmMW`,`["Chuyện Tình Saka"]`
`Hung Thanh`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2730c8dac616815adb70e8e7a1d`,,`spt_1BxDzP2ugDFi6YIpNFEqMQ`,`["Hung Thanh"]`
`DJ Khang`,`true`,`true`,,,,,,`spt_2HbYa6Ko0OYAuGYQ389JWc`,`["DJ Khang"]`
`Thăng Bình`,`true`,`true`,,,,,,`spt_5YAOMtGjM0qPdi4DaPr4Mo`,`["Thăng Bình"]`
`Dj Nany`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273b5ec756a7e0f28315c36f70f`,,`spt_2h3ARWhxFafYNrIZI5Rf7W`,`["Dj Nany"]`
`Dj Daniel Mastro`,`true`,`true`,,,,,,`spt_54fqa4HcvJ0wpXnuZaRoPt`,`["Dj Daniel Mastro"]`
`Dj Minh Toàn`,`true`,`true`,,,,,,`spt_0CKxZcuZSwGPReRQ8PlaAT`,`["Dj Minh Toàn"]`
`Nhiều ca sỹ`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273f8298506801d5f773d977df7`,,`spt_6bmzPvAQlS6XT4qpev4dBS`,`["Nhiều ca sỹ"]`
`Quách Thành Danh`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273542939dcf0caf1c6fab8b3eb`,,`spt_21PjoYbQZ8sOoCkt7EMYbN`,`["Quách Thành Danh"]`
`Dương Hồng Loan`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2735f6159d0b4174bd52c2a4cbe`,,`spt_0HCHCbu99MF7kfRudGZceI`,`["Dương Hồng Loan"]`
`Lưu Ngọc Hà`,`true`,`true`,,,,,,`spt_4k5f2nVLoxuLsutTE0x3ad`,`["Lưu Ngọc Hà"]`
`Vi Nhạn Ngọc`,`true`,`true`,,,,,,`spt_1hdCPcImjPPPeKffgvm1Od`,`["Vi Nhạn Ngọc"]`
`Kaze`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2738c9fb3beec1994b9cfa3ff4a`,,`spt_29HAiuUHRA9SaGXMA2M0tw`,`["Kaze"]`
`Vy Thúy Vân`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2735438824f64eaa14e5c7b9e69`,,`spt_77R0rftLzloqxG6FX7fr5i`,`["Vy Thúy Vân"]`
`Cao My Kim`,`true`,`true`,,,,,,`spt_794CWK8Wmv2KCqNiO8HDgo`,`["Cao My Kim"]`
`Minh Hang`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb79870ce63a4f1ba0a995d39d`,,`spt_0K7K6pYpNBSlzeDx9vPVMB`,`["Minh Hang"]`
`Châu Ngọc Linh`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2734f55c0a57e8bfd27d52a7cdc`,,`spt_6nFC7HWZf41xoVsHUp1pVX`,`["Châu Ngọc Linh"]`
`Tim`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b27326f47d7f8c2f18e587c74a89`,,`spt_6HK9w5KPZBLf2zeJEW9WNs`,`["Tim"]`
`Luu Ngoc Ha`,`true`,`true`,,,,,,`spt_7D7SSHrpoVGIfVLhC7s8HW`,`["Luu Ngoc Ha"]`
`Quang Hieu`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2733b510f12609953349072aeca`,,`spt_6isfVCqsgZkD599i7RNX1h`,`["Quang Hieu"]`
`An Khai Minh`,`true`,`true`,,,,,,`spt_0sKikNxnf13MjUzthwwFJN`,`["An Khai Minh"]`
`Lam Cuong`,`true`,`true`,,,,,,`spt_5WgxUxXnZgik88AR3QXnlE`,`["Lam Cuong"]`
`Son Ca`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2731bf89f233e62e8abc123c05e`,,`spt_3V1ZkAN6V4AW0uygJjze7L`,`["Son Ca"]`
`DJ Trương Fly`,`true`,`true`,,,,,,`spt_0FWBmWOlr5b98pIStEaHWR`,`["DJ Trương Fly"]`
`Nam Con`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5ebd75e1dc459ca439294f7bc5c`,,`spt_3h8Yh3GUF3Slpm7tb1Euk6`,`["Nam Con"]`
`KeeBin`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b27386b702ec817ce2dc5c08df8a`,,`spt_4U7jzUdBUTYTQXkXi2JmOJ`,`["KeeBin"]`
`Dương Hoàng Vũ`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2737f6f66fd405d11c69509ce65`,,`spt_63Ch2BNz0AvIcAObvAoWhk`,`["Dương Hoàng Vũ"]`
`Nhật Tinh Anh`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2733e493a9690048446919add34`,,`spt_0rYZrxskLa6Oac5l8Z3qP1`,`["Nhật Tinh Anh"]`
`Tin Tin`,`true`,`true`,,,,,,`spt_34FZG77QTpbtHyUO8T9BeL`,`["Tin Tin"]`
`Nguyễn Bảo Nam`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b27307bcd6ecfb4e00567a423cc7`,,`spt_4Ysym9QfVg4S1OvkOuQ51Y`,`["Nguyễn Bảo Nam"]`
`Dương Bửu Trung`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273afefcf51b0545f2a5490b2ca`,,`spt_79OXsqyO0oJnw1GPocEHvy`,`["Dương Bửu Trung"]`
`Nghi Văn`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273109284a88d536d8b101b5915`,,`spt_09d9dJasHC4cvq4GH6CRng`,`["Nghi Văn"]`
`Tô Tài Năng`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2730a2b8e49a4eb3a02d9d3746c`,,`spt_78V8ayqVfPqQ0WqaJQo1LX`,`["Tô Tài Năng"]`
`Vân Quang Long`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2739a9194950046b05fd2d5d255`,,`spt_0jFz5Fa0pFuiTZsvJXBMVI`,`["Vân Quang Long"]`
`Đại Nghĩa`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b27399c072dd94dbd27c56aebb8f`,,`spt_4CtcO7TpNVvW7p1A7HJf8d`,`["Đại Nghĩa"]`
`Ngọc Sơn`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273ea0536c26141cf587081f4d0`,,`spt_4HmgBcUQQrxZ9UgzoBW7RJ`,`["Ngọc Sơn"]`
`Tam Ca 3A`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2733a1a60ffe5bf56978e9fcf3d`,,`spt_1cGjREITZbw0tV4zKjs2W7`,`["Tam Ca 3A"]`
`Nhóm Honey`,`true`,`true`,,,,,,`spt_39kt24nnm6imI3HcsDF76P`,`["Nhóm Honey"]`
`Hà Mi`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273b01f55c8115ed00df644c4cd`,,`spt_4oImejKWEM8vHV8FZg8Ssh`,`["Hà Mi"]`
`Lena`,`true`,`true`,,,,,,`spt_0IroG7VZH879hwkITvNGYm`,`["Lena"]`
`Bích Thảo`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b27331e2c80b8e1cd9c10c89331c`,,`spt_57yXpnbQzcKBM9M12DdE2p`,`["Bích Thảo"]`
`Mạc Văn Khoa`,`true`,`true`,,,,,,`spt_0Jf0WcT1jjanN3VxkqVjMF`,`["Mạc Văn Khoa"]`
`Trương Ngọc Ánh`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273966a98e47df1693344899852`,,`spt_2c0lSQCJjxzVdWK9d2EB59`,`["Trương Ngọc Ánh"]`
`Giáng Ngọc`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273f79c280ea36920cfe604b824`,,`spt_2rIrPHBCdNVXjD1wZZYnC4`,`["Giáng Ngọc"]`
`Helen Trần`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273e91875c016780954f73bbe3c`,,`spt_4T5PsjSrods2R87nDAiuND`,`["Helen Trần"]`
`Thúy Khanh`,`true`,`true`,,,,,,`spt_5puKKtZ8tVBlL2xPOXsn16`,`["Thúy Khanh"]`
`Gogo Dance`,`true`,`true`,,,,,,`spt_2bV654QKrLFVpDjGgsjzXT`,`["Gogo Dance"]`
`Tân Zui`,`true`,`true`,,,,,,`spt_3CdBXaB19QSGxmqTbFuTft`,`["Tân Zui"]`
